,Theta
2340,473.62298225615086
2341,472.0144370257866
2342,445.2687167863659
2343,472.59936256410083
2344,491.6094425593151
2345,441.0455543997368
2346,441.8469023872274
2347,445.29796306328166
2348,441.2151828058479
2349,442.4756973409152
2350,483.4204850229151
2351,449.6995277390966
2352,457.6837613370866
2353,464.2641736431223
2354,465.4340247197509
2355,447.3598255858395
2356,464.9953305660152
2357,444.5521830019309
2358,443.1337385715188
2359,447.54992638579165
2360,497.60492932703653
2361,441.58368589498593
2362,444.09886570973737
2363,448.3541990009738
2364,447.5937958011652
2365,444.78615321725664
2366,446.7164074936938
2367,440.5615285167817
2368,453.852499061128
2369,442.4464510639995
2370,446.27771333995804
2371,441.81765611031165
2372,455.78275333756517
2373,443.58705586371235
2374,465.4340247197509
2375,461.19331456697233
2376,449.21696416998736
2377,450.37219210815806
2378,443.2361005407238
2379,448.8806319854566
2380,463.53301672022945
2381,442.8412758023616
2382,450.8255094003516
2383,450.1089756159166
2384,442.5634361716624
2385,442.02238004872163
2386,448.9245014008302
2387,460.7546204132366
2388,447.75465032420163
2389,452.3024463845952
2390,472.891825333258
2391,457.2450671833509
2392,473.915445025308
2393,461.63200872070803
2394,441.0119211812837
2395,441.03824283050784
2396,462.5093970281795
2397,444.8592689095459
2398,454.21807752257445
2399,530.2145280880579
2400,442.63655186395164
2401,449.04148650849305
2402,448.3103295856002
2403,446.9503777090195
2404,465.1415619505937
2405,453.2529503843559
2406,445.73665721701735
2407,446.8041463244409
2408,445.56117955552304
2409,464.4104050277009
2410,456.51391026045803
2411,449.65565832372306
2412,443.8941417713273
2413,454.0425998610802
2414,448.9683708162038
2415,440.9431924305318
2416,444.1866045404845
2417,444.1427351251109
2418,445.6489183862702
2419,444.2743433712316
2420,441.1435294274044
2421,454.7591336455152
2422,471.72197425662944
2423,442.30021967942093
2424,476.10891579398657
2425,462.5093970281795
2426,464.11794225854374
2427,445.8243960477645
2428,452.39018521534234
2429,481.5194770233937
2430,458.1224554908223
2431,446.2923364784159
2432,445.73665721701735
2433,459.1460751828723
2434,442.30021967942093
2435,464.11794225854374
2436,448.3980684163473
2437,453.0189801690302
2438,442.4610742024573
2439,449.23158730844517
2440,448.50043038555236
2441,442.8851452177352
2442,446.9065082936459
2443,441.7006710026488
2444,442.25635026404734
2445,445.83901918622234
2446,473.3305194869937
2447,441.1347555443297
2448,440.0190100799952
2449,446.6432918014045
2450,463.53301672022945
2451,476.84007271687943
2452,479.32600625471514
2453,445.0347465710402
2454,466.60387579637944
2455,444.6691681095938
2456,445.1809779556188
2457,443.38233192530237
2458,483.4204850229151
2459,460.60838902865805
2460,449.71415087755446
2461,443.39695506376023
2462,441.1435294274044
2463,445.7805266323909
2464,440.3494930091428
2465,442.4025816486259
2466,443.5578095867966
2467,444.97625401720876
2468,440.96805176591016
2469,463.2405539510723
2470,440.49426207987557
2471,440.80427261518213
2472,488.5385834831651
2473,442.2417271255895
2474,442.5049436178309
2475,451.600535738618
2476,461.04708318239375
2477,449.0707327854088
2478,447.22821733971875
2479,506.3788124017508
2480,447.7692734626595
2481,484.5903360995437
2482,449.1584716161559
2483,476.10891579398657
2484,443.1191154330609
2485,455.0515964146723
2486,444.0403731559059
2487,452.11234558464304
2488,450.3575689697002
2489,465.4340247197509
2490,451.3811886617502
2491,442.1247420179266
2492,441.0411674581994
2493,444.5229367250152
2494,445.7220340785595
2495,447.02349340130877
2496,480.4958573313437
2497,444.9031383249195
2498,446.74565377060947
2499,446.2630902015002
2500,441.77378669493805
2501,441.03239357512473
2502,454.11571555336945
2503,452.4048083538002
2504,443.7040409713752
2505,442.53418989474665
2506,458.1224554908223
2507,469.820966257108
2508,456.36767887587945
2509,443.04599974077166
2510,444.7130375249673
2511,441.53981647961234
2512,493.5104505588365
2513,451.90762164623305
2514,452.14159186155877
2515,472.4531311795223
2516,476.25514717856515
2517,445.8536423246802
2518,447.94475112415375
2519,454.9053650300938
2520,446.24846706304237
2521,452.47792404608947
2522,441.7445404180224
2523,444.59605241730446
2524,478.74108071640086
2525,451.9807373385223
2526,450.81088626189376
2527,443.04599974077166
2528,451.2203341387138
2529,451.0009870618459
2530,443.20685426380805
2531,440.53666918140334
2532,445.3418324786552
2533,444.8007763557145
2534,463.09432256649376
2535,455.92898472214375
2536,448.9537476777459
2537,468.65111518047945
2538,449.0707327854088
2539,447.54992638579165
2540,485.9064185607508
2541,443.6163021406281
2542,483.128022253758
2543,446.8772620167302
2544,442.6073055870359
2545,444.5668061403888
2546,459.43853795202944
2547,450.8693788157252
2548,467.4812641038509
2549,468.3586524113223
2550,443.2214774022659
2551,448.2372138933109
2552,447.7692734626595
2553,446.1314819553795
2554,454.26194693794804
2555,440.4138348183574
2556,447.2135942012609
2557,442.3148428178788
2558,440.99729804282583
2559,449.2023410315295
2560,442.8558989408195
2561,446.3654521707052
2562,448.22259075485306
2563,441.1435294274044
2564,440.6112471875384
2565,441.9053949410588
2566,440.368503089138
2567,441.4520776488652
2568,441.1303686027924
2569,441.1347555443297
2570,447.47681069350233
2571,440.7677147690375
2572,442.59268244857805
2573,442.8412758023616
2574,442.4610742024573
2575,441.53981647961234
2576,443.77715666366447
2577,444.3328359250631
2578,445.9560042938852
2579,442.4172047870838
2580,442.00775691026377
2581,441.25027833814676
2582,446.8772620167302
2583,441.1771626458575
2584,442.0370031871795
2585,441.13183091663814
2586,441.14206711355865
2587,442.32946595633666
2588,441.7591635564802
2589,441.07333836280674
2590,440.94611705822336
2591,441.92001807951664
2592,440.97682564898486
2593,442.8997683561931
2594,442.2124808486738
2595,442.5488130332045
2596,440.2471310399378
2597,440.93588086130285
2598,443.3384625099288
2599,441.43745451040735
2600,441.9785106333481
2601,441.21372049200215
2602,441.7445404180224
2603,441.71529414110665
2604,442.87052207927735
2605,440.58785016600586
2606,441.06895142126933
2607,441.0148458089753
2608,442.4172047870838
2609,440.9022476428498
2610,441.003147298209
2611,440.17986460303166
2612,441.02361969205
2613,441.02946894743314
2614,442.09549574101095
2615,440.72092072597235
2616,441.4520776488652
2617,441.53981647961234
2618,440.6609658582951
2619,442.34408909479447
2620,442.00775691026377
2621,441.92001807951664
2622,442.4464510639995
2623,440.94465474437754
2624,441.43745451040735
2625,441.96388749489023
2626,441.33509254120236
2627,441.7006710026488
2628,441.4667007873231
2629,441.1683887627828
2630,441.1128208366429
2631,463.38678533565087
2632,441.125981661255
2633,441.30584626428663
2634,441.7299172795645
2635,442.02238004872163
2636,441.86152552568524
2637,440.8466797167099
2638,445.5465564170652
2639,440.8291319505605
2640,441.4228313719495
2641,442.1686114333002
2642,442.43182792554165
2643,442.53418989474665
2644,440.7413931198134
2645,441.64217844881733
2646,441.7591635564802
2647,441.64217844881733
2648,440.655116602912
2649,440.4489303506562
2650,441.2210320612311
2651,441.7445404180224
2652,440.15792989534486
2653,441.10989620895134
2654,441.8907718026009
2655,442.1686114333002
2656,440.93003160591974
2657,446.4385678629945
2658,440.88323756285456
2659,442.02238004872163
2660,440.5103475321792
2661,440.2120355076389
2662,441.33509254120236
2663,440.5425184367865
2664,442.2124808486738
2665,440.32317135991866
2666,445.2833399248238
2667,441.8322792487695
2668,441.3204694027445
2669,440.4737896860346
2670,441.6860478641909
2671,440.9344185474571
2672,441.2371175135347
2673,441.0499413412741
2674,440.99583572898007
2675,442.2709734025052
2676,443.25072367918165
2677,443.25072367918165
2678,440.0497186707567
2679,440.5410561229407
2680,441.6568015872752
2681,442.8997683561931
2682,441.5105702026966
2683,444.36208220197875
2684,440.94611705822336
2685,441.5983090334438
2686,440.88616219054614
2687,442.4610742024573
2688,441.08942381511037
2689,440.8262073228689
2690,441.1186700920261
2691,440.7750263382664
2692,440.8876245043919
2693,441.1581525658623
2694,441.0587152243489
2695,442.66579814086737
2696,440.9402678028402
2697,441.56906275652807
2698,440.28222657223665
2699,440.37142771682954
2700,440.2032616245642
2701,441.20055966739005
2702,440.9183330951534
2703,442.53418989474665
2704,442.6511750024095
2705,441.4082082334916
2706,442.0808726025531
2707,441.43745451040735
2708,442.34408909479447
2709,442.0662494640952
2710,441.02361969205
2711,441.7299172795645
2712,453.50154373813945
2713,476.10891579398657
2714,441.67142472573306
2715,440.75309163057966
2716,443.1776079868923
2717,443.14836170997665
2718,443.48469389450736
2719,442.2417271255895
2720,447.71078090882804
2721,447.7254040472859
2722,440.5352068675576
2723,441.3497156796602
2724,441.43745451040735
2725,440.86568979670517
2726,441.4520776488652
2727,440.92418235053657
2728,440.3187844183813
2729,444.0403731559059
2730,441.37896195657595
2731,441.3204694027445
2732,440.9227200366908
2733,442.1393651563845
2734,441.2239566889226
2735,441.33509254120236
2736,440.48695051064664
2737,441.4959470642388
2738,441.87614866414305
2739,441.4667007873231
2740,440.74870468904226
2741,441.16985107662856
2742,440.87446367977986
2743,442.34408909479447
2744,441.9785106333481
2745,441.39358509503376
2746,443.07524601768733
2747,441.7884098333959
2748,441.7884098333959
2749,441.4082082334916
2750,444.5229367250152
2751,444.20122767894236
2752,442.09549574101095
2753,448.45656097017877
2754,441.96388749489023
2755,442.7827832485302
2756,441.2239566889226
2757,440.97682564898486
2758,441.9931337718059
2759,441.61293217190166
2760,440.79549873210743
2761,442.91439149465094
2762,442.91439149465094
2763,466.45764441180086
2764,441.0616398520404
2765,440.69898601828555
2766,440.93880548899443
2767,441.87614866414305
2768,441.01923275051263
2769,441.5983090334438
2770,445.0055002941245
2771,442.2271039871316
2772,442.8412758023616
2773,444.2304739558581
2774,442.1247420179266
2775,442.34408909479447
2776,441.29414775352035
2777,441.3204694027445
2778,442.02238004872163
2779,441.96388749489023
2780,440.5644531444733
2781,443.35308564838664
2782,441.01923275051263
2783,440.8305942644063
2784,440.5834632244685
2785,440.46647811680566
2786,441.3497156796602
2787,440.5600662029359
2788,440.3582668922175
2789,442.30021967942093
2790,441.7006710026488
2791,442.43182792554165
2792,441.7299172795645
2793,441.81765611031165
2794,442.4464510639995
2795,443.39695506376023
2796,441.02361969205
2797,441.7006710026488
2798,442.97288404848234
2799,440.7545539444254
2800,441.00460961205476
2801,441.87614866414305
2802,440.34071912606805
2803,442.0808726025531
2804,440.85837822747624
2805,441.96388749489023
2806,447.3890718627552
2807,441.1186700920261
2808,445.0055002941245
2809,441.9053949410588
2810,442.69504441778304
2811,441.56906275652807
2812,441.5251933411545
2813,442.09549574101095
2814,441.0119211812837
2815,441.86152552568524
2816,440.8715390520883
2817,441.6568015872752
2818,440.7004483321314
2819,442.1686114333002
2820,441.5105702026966
2821,442.49032047937305
2822,441.2868361842914
2823,443.6016790021702
2824,440.5980863629264
2825,444.36208220197875
2826,440.9592778828354
2827,440.5439807506323
2828,440.71068452905183
2829,440.6361065229168
2830,441.3497156796602
2831,442.0370031871795
2832,444.0403731559059
2833,441.64217844881733
2834,442.7535369716145
2835,441.61293217190166
2836,442.4172047870838
2837,441.4667007873231
2838,442.1393651563845
2839,441.0528659689657
2840,442.3148428178788
2841,441.58368589498593
2842,441.67142472573306
2843,441.16107719355387
2844,442.09549574101095
2845,442.0370031871795
2846,441.5105702026966
2847,454.9053650300938
2848,473.18428810241517
2849,441.2064089227732
2850,440.3582668922175
2851,445.66354152472803
2852,463.97171087396515
2853,440.3743523445211
2854,441.1274439751008
2855,440.5615285167817
2856,440.9344185474571
2857,441.8469023872274
2858,441.9053949410588
2859,442.5780593101202
2860,440.5220460429455
2861,441.0543282828115
2862,440.64049346445415
2863,440.7750263382664
2864,444.40595161735234
2865,441.3497156796602
2866,442.38795851016806
2867,441.3204694027445
2868,441.18154958739484
2869,441.25320296583834
2870,440.35972920606326
2871,440.35972920606326
2872,441.1347555443297
2873,440.06580412306033
2874,440.0467940430651
2875,440.89639838746666
2876,440.85545359978465
2877,440.82035806748576
2878,440.9227200366908
2879,440.5703023998564
2880,441.2049466089274
2881,441.3204694027445
2882,443.2361005407238
2883,450.1235987543745
2884,441.37896195657595
2885,441.6568015872752
2886,441.58368589498593
2887,441.0133834951295
2888,440.2529802953209
2889,440.6200210706131
2890,441.67142472573306
2891,441.00899655359217
2892,442.0808726025531
2893,440.1623168368822
2894,441.0499413412741
2895,440.880312935163
2896,441.0221573782042
2897,440.8978607013124
2898,443.7040409713752
2899,441.7591635564802
2900,441.2385798273805
2901,441.4228313719495
2902,441.92001807951664
2903,441.23565519968895
2904,440.5922371075432
2905,440.7691770828833
2906,440.99583572898007
2907,442.11011887946876
2908,442.2271039871316
2909,442.1393651563845
2910,443.35308564838664
2911,440.61417181523
2912,441.8469023872274
2913,441.5983090334438
2914,440.6668151136783
2915,441.0309312612789
2916,441.1128208366429
2917,440.9753633351391
2918,441.6568015872752
2919,440.4694027444972
2920,443.71866410983307
2921,440.98852415975114
2922,443.96725746361665
2923,440.7194584121266
2924,440.880312935163
2925,442.28559654096307
2926,440.716533784435
2927,441.02946894743314
2928,440.15792989534486
2929,440.7633278275001
2930,441.67142472573306
2931,442.81202952544595
2932,443.06062287922947
2933,441.4667007873231
2934,441.0309312612789
2935,441.1362178581755
2936,440.62733263984205
2937,442.0808726025531
2938,440.696061390594
2939,442.53418989474665
2940,440.4825635691093
2941,441.6860478641909
2942,440.9402678028402
2943,441.53981647961234
2944,441.1303686027924
2945,441.1025846397224
2946,441.1976350396985
2947,443.2799699560974
2948,441.56906275652807
2949,440.8715390520883
2950,443.5724327252545
2951,440.9183330951534
2952,441.23273057199737
2953,442.43182792554165
2954,441.3497156796602
2955,443.0313766023138
2956,443.2945930945552
2957,472.4531311795223
2958,444.78615321725664
2959,440.368503089138
2960,440.8159711259484
2961,441.8030329718538
2962,441.96388749489023
2963,441.4959470642388
2964,441.62755531035947
2965,442.73891383315663
2966,443.68941783291734
2967,443.5139401714231
2968,442.5488130332045
2969,442.53418989474665
2970,441.27221304583355
2971,440.43430721219835
2972,449.1146022007823
2973,440.777950965958
2974,443.39695506376023
2975,442.3733353717102
2976,441.15376562432493
2977,440.87738830747145
2978,441.8030329718538
2979,441.02946894743314
2980,442.6511750024095
2981,441.29707238121193
2982,442.53418989474665
2983,442.25635026404734
2984,442.9436377715666
2985,440.1184474215086
2986,440.3085482214608
2987,441.4667007873231
2988,440.68143825213616
2989,440.0102361969205
2990,440.67120205521564
2991,440.25005566762934
2992,441.07918761818985
2993,441.1713133904744
2994,442.0662494640952
2995,441.43745451040735
2996,443.2361005407238
2997,441.8030329718538
2998,444.97625401720876
2999,441.7299172795645
3000,442.7535369716145
3001,441.9053949410588
3002,440.7677147690375
3003,441.0543282828115
3004,440.7969610459532
3005,440.34071912606805
3006,440.839368147481
3007,442.30021967942093
3008,441.21372049200215
3009,444.30358964814735
3010,441.58368589498593
3011,442.6511750024095
3012,440.5922371075432
3013,440.4854881968009
3014,440.49718670756715
3015,441.81765611031165
3016,440.9110215259245
3017,440.4211463875863
3018,442.1832345717581
3019,443.77715666366447
3020,442.2271039871316
3021,441.3014593227493
3022,442.4610742024573
3023,441.5544396180702
3024,461.33954595155086
3025,443.9965037405324
3026,442.0370031871795
3027,441.1493786827876
3028,440.6258703259963
3029,441.7884098333959
3030,440.94904168591495
3031,441.1142831504887
3032,440.67997593829034
3033,440.4269956429694
3034,442.4464510639995
3035,441.7299172795645
3036,443.35308564838664
3037,441.58368589498593
3038,442.1686114333002
3039,440.880312935163
3040,441.1976350396985
3041,440.6697397413699
3042,440.921257722845
3043,441.53981647961234
3044,441.8030329718538
3045,441.1581525658623
3046,440.8700767382425
3047,441.7591635564802
3048,440.716533784435
3049,440.7852625351869
3050,442.63655186395164
3051,463.38678533565087
3052,453.63315198426017
3053,442.7974063869881
3054,440.6448804059915
3055,440.4386941537357
3056,440.65804123060354
3057,440.122834363046
3058,440.4328448983526
3059,441.3204694027445
3060,441.5544396180702
3061,442.1686114333002
3062,443.06062287922947
3063,441.4959470642388
3064,441.87614866414305
3065,440.8276696367147
3066,440.8159711259484
3067,442.32946595633666
3068,441.8469023872274
3069,440.52789529832864
3070,441.43745451040735
3071,440.2588295507041
3072,440.7881871628785
3073,440.5337445537118
3074,442.49032047937305
3075,443.04599974077166
3076,440.4460057229646
3077,441.0119211812837
3078,441.4959470642388
3079,441.03824283050784
3080,441.56906275652807
3081,441.3497156796602
3082,443.6016790021702
3083,446.21922078612664
3084,444.0549962943638
3085,440.35972920606326
3086,440.7384684921218
3087,440.68143825213616
3088,441.5251933411545
3089,441.81765611031165
3090,440.86130285516776
3091,461.48577733612944
3092,440.7677147690375
3093,440.0
3094,440.2895381414656
3095,441.53981647961234
3096,453.5161668765973
3097,442.53418989474665
3098,441.9346412179745
3099,440.81743343979423
3100,443.9380111867009
3101,440.6170964429216
3102,442.6219287254938
3103,442.5488130332045
3104,441.4228313719495
3105,441.9053949410588
3106,441.8322792487695
3107,441.2020219812359
3108,442.2271039871316
3109,449.96274423133804
3110,440.95781556898964
3111,440.33486987068494
3112,444.20122767894236
3113,442.97288404848234
3114,456.8063730296152
3115,443.38233192530237
3116,441.0221573782042
3117,442.81202952544595
3118,441.71529414110665
3119,442.2709734025052
3120,442.4025816486259
3121,440.8788506213172
3122,442.49032047937305
3123,442.15398829484235
3124,440.70922221520607
3125,440.9066345843871
3126,440.7062975875145
3127,444.1866045404845
3128,443.1922311253502
3129,440.92710697822815
3130,441.1742380181659
3131,442.2271039871316
3132,441.25466527968416
3133,442.66579814086737
3134,441.26636379045044
3135,440.5834632244685
3136,440.56737777216483
3137,440.91687078130764
3138,443.41157820221804
3139,442.81202952544595
3140,441.3204694027445
3141,440.6200210706131
3142,441.3497156796602
3143,442.3733353717102
3144,440.7136091567434
3145,467.773726873008
3146,445.60504897089663
3147,441.9931337718059
3148,441.2575899073757
3149,442.30021967942093
3150,442.68042127932523
3151,440.0
3152,441.7006710026488
3153,442.4172047870838
3154,442.66579814086737
3155,441.9053949410588
3156,442.32946595633666
3157,441.2151828058479
3158,441.64217844881733
3159,441.05140365511994
3160,442.9290146331088
3161,440.1008996553592
3162,443.35308564838664
3163,441.94926435643237
3164,441.61293217190166
3165,446.17535137075305
3166,443.1337385715188
3167,443.6601715560016
3168,441.37896195657595
3169,445.63429524781236
3170,441.48132392578094
3171,440.97682564898486
3172,442.9875071869402
3173,440.4109101906658
3174,441.4228313719495
3175,441.30584626428663
3176,447.1404785089716
3177,442.09549574101095
3178,441.33509254120236
3179,442.34408909479447
3180,443.73328724829094
3181,442.1247420179266
3182,442.63655186395164
3183,444.0549962943638
3184,441.13183091663814
3185,441.33509254120236
3186,441.92001807951664
3187,441.0864991874188
3188,441.1172077781803
3189,445.0493697094981
3190,442.5780593101202
3191,444.5521830019309
3192,442.05162632563736
3193,441.1742380181659
3194,443.0898691561452
3195,442.8412758023616
3196,444.12811198665304
3197,441.12890628894655
3198,442.1393651563845
3199,440.6858251936735
3200,441.18154958739484
3201,445.7512803554752
3202,440.82035806748576
3203,441.8469023872274
3204,442.25635026404734
3205,441.2458913966094
3206,441.06895142126933
3207,440.69313676290244
3208,442.9290146331088
3209,440.90809689823294
3210,441.4228313719495
3211,440.67705131059876
3212,440.7004483321314
3213,442.4610742024573
3214,440.3246336737644
3215,442.3733353717102
3216,440.8349812059436
3217,441.3204694027445
3218,441.61293217190166
3219,441.0938107566477
3220,443.68941783291734
3221,440.859840541322
3222,442.4464510639995
3223,441.37896195657595
3224,441.5105702026966
3225,441.3497156796602
3226,441.146454055096
3227,453.39918176893445
3228,441.5105702026966
3229,450.05048306208516
3230,442.4610742024573
3231,449.6702814621809
3232,450.85475567726735
3233,467.6274954884294
3234,549.9557650061649
3235,462.0707028744437
3236,455.92898472214375
3237,446.65791493986234
3238,513.1054560923651
3239,448.9683708162038
3240,442.1247420179266
3241,445.4295713094023
3242,511.7893736311579
3243,449.52405007760234
3244,469.820966257108
3245,441.07041373511515
3246,442.4172047870838
3247,444.50831358655734
3248,442.4610742024573
3249,442.1247420179266
3250,442.66579814086737
3251,444.15735826356877
3252,442.6073055870359
3253,442.1247420179266
3254,442.11011887946876
3255,442.1686114333002
3256,442.0370031871795
3257,444.83002263263023
3258,442.1247420179266
3259,442.9582609100245
3260,440.4854881968009
3261,442.0662494640952
3262,441.7591635564802
3263,443.30921623301305
3264,442.5634361716624
3265,441.289760811983
3266,444.17198140202663
3267,450.47455407736305
3268,442.25635026404734
3269,442.00775691026377
3270,442.97288404848234
3271,441.07333836280674
3272,442.53418989474665
3273,442.38795851016806
3274,442.0808726025531
3275,441.3497156796602
3276,441.64217844881733
3277,441.10697158125976
3278,442.4025816486259
3279,442.7974063869881
3280,444.12811198665304
3281,441.4520776488652
3282,440.7969610459532
3283,441.08942381511037
3284,443.82102607903806
3285,440.70922221520607
3286,441.1888611566238
3287,440.32317135991866
3288,440.9739010212933
3289,440.67705131059876
3290,444.15735826356877
3291,441.67142472573306
3292,443.0313766023138
3293,441.2429667689179
3294,440.5425184367865
3295,440.28222657223665
3296,442.8412758023616
3297,442.66579814086737
3298,440.71507147058924
3299,442.5195667562888
3300,440.72384535366393
3301,440.87300136593404
3302,441.1566902520165
3303,441.3204694027445
3304,440.62148338445894
3305,442.2417271255895
3306,440.1155227938171
3307,440.46647811680566
3308,442.2417271255895
3309,441.39358509503376
3310,441.8030329718538
3311,442.11011887946876
3312,444.3767053404366
3313,442.87052207927735
3314,441.30584626428663
3315,442.7827832485302
3316,444.2450970943159
3317,444.2304739558581
3318,441.77378669493805
3319,441.5105702026966
3320,444.97625401720876
3321,440.757478572117
3322,441.21079586431057
3323,445.06399284795594
3324,442.2271039871316
3325,440.92710697822815
3326,456.95260441419373
3327,443.10449229460306
3328,446.3362058937895
3329,440.56591545831907
3330,441.6860478641909
3331,442.91439149465094
3332,443.35308564838664
3333,442.00775691026377
3334,442.1247420179266
3335,441.15376562432493
3336,440.95781556898964
3337,441.94926435643237
3338,440.2237340184052
3339,444.97625401720876
3340,440.89493607362084
3341,440.23835715686306
3342,441.21372049200215
3343,443.3238393714709
3344,441.61293217190166
3345,441.0119211812837
3346,441.39358509503376
3347,441.4082082334916
3348,442.68042127932523
3349,441.5983090334438
3350,440.7253076675097
3351,442.09549574101095
3352,440.737006178276
3353,442.4025816486259
3354,441.2429667689179
3355,441.2575899073757
3356,441.64217844881733
3357,441.2371175135347
3358,441.22249437507685
3359,440.9739010212933
3360,440.88323756285456
3361,441.4520776488652
3362,441.1844742150864
3363,440.43138258450676
3364,441.28829849813724
3365,441.4082082334916
3366,440.31001053530656
3367,441.044092085891
3368,441.5251933411545
3369,440.77356402442064
3370,441.3204694027445
3371,441.5105702026966
3372,441.10697158125976
3373,441.96388749489023
3374,440.8276696367147
3375,443.14836170997665
3376,441.96388749489023
3377,441.4959470642388
3378,440.9914487874427
3379,441.56906275652807
3380,440.3421814399139
3381,440.6127095013842
3382,442.30021967942093
3383,442.1832345717581
3384,441.53981647961234
3385,441.7006710026488
3386,440.3202467322271
3387,440.1901007999521
3388,441.4082082334916
3389,440.3962870522079
3390,440.737006178276
3391,440.97975027667644
3392,441.5983090334438
3393,445.1517316787031
3394,440.66242817214095
3395,441.53981647961234
3396,441.5105702026966
3397,441.29122312582876
3398,440.9782879628306
3399,440.86568979670517
3400,441.16400182124545
3401,440.8130464982569
3402,442.4172047870838
3403,447.8716354318645
3404,444.59605241730446
3405,440.962202510527
3406,440.93295623361126
3407,441.0864991874188
3408,441.62755531035947
3409,440.8276696367147
3410,443.6747946944595
3411,440.8218203813316
3412,440.69021213521086
3413,440.8788506213172
3414,440.40652324912844
3415,443.58705586371235
3416,441.43745451040735
3417,441.5544396180702
3418,441.24735371045523
3419,440.5337445537118
3420,442.4610742024573
3421,440.00438694153735
3422,443.0313766023138
3423,442.82665266390376
3424,440.7443177475049
3425,443.63092527908594
3426,440.9066345843871
3427,440.14476907073276
3428,441.77378669493805
3429,440.6726643690614
3430,441.0718760489609
3431,450.6500317388573
3432,445.7805266323909
3433,442.72429069469877
3434,441.48132392578094
3435,440.4825635691093
3436,440.43430721219835
3437,441.0938107566477
3438,441.3497156796602
3439,441.77378669493805
3440,443.68941783291734
3441,441.0557905966573
3442,440.19156311379794
3443,441.0250820058958
3444,440.3553422645259
3445,442.00775691026377
3446,441.8469023872274
3447,440.3670407752922
3448,440.4269956429694
3449,441.7591635564802
3450,440.5922371075432
3451,441.7006710026488
3452,441.8030329718538
3453,441.2575899073757
3454,442.97288404848234
3455,440.92710697822815
3456,441.5544396180702
3457,440.4884128244924
3458,440.8408304613268
3459,443.4700707560495
3460,442.87052207927735
3461,441.43745451040735
3462,442.72429069469877
3463,440.921257722845
3464,441.62755531035947
3465,442.09549574101095
3466,442.19785771021594
3467,440.6010109906179
3468,442.87052207927735
3469,441.9053949410588
3470,440.9066345843871
3471,440.327558301456
3472,441.4667007873231
3473,442.2124808486738
3474,442.15398829484235
3475,443.00213032539807
3476,440.7062975875145
3477,440.7545539444254
3478,442.2709734025052
3479,444.02575001744805
3480,442.68042127932523
3481,440.8466797167099
3482,440.86568979670517
3483,440.65950354444936
3484,441.62755531035947
3485,442.28559654096307
3486,441.8322792487695
3487,443.0313766023138
3488,443.1191154330609
3489,446.51168355528375
3490,442.32946595633666
3491,440.9197954089992
3492,441.7445404180224
3493,443.10449229460306
3494,441.87614866414305
3495,441.2619768489131
3496,441.56906275652807
3497,443.4262013406759
3498,443.6601715560016
3499,440.3085482214608
3500,440.6010109906179
3501,441.3497156796602
3502,441.2049466089274
3503,443.8502723559538
3504,454.9053650300938
3505,457.3912985679295
3506,451.2642035540873
3507,451.67365143090734
3508,441.5105702026966
3509,459.43853795202944
3510,443.2214774022659
3511,450.85475567726735
3512,441.8469023872274
3513,462.9480911819152
3514,453.92561475341734
3515,456.36767887587945
3516,443.6163021406281
3517,440.70922221520607
3518,440.3392568122223
3519,441.33509254120236
3520,440.99876035667165
3521,442.91439149465094
3522,445.2687167863659
3523,441.4082082334916
3524,441.39358509503376
3525,440.5922371075432
3526,441.0777253043441
3527,441.7445404180224
3528,440.4079855629742
3529,441.9785106333481
3530,445.07861598641375
3531,447.03811653976663
3532,440.99583572898007
3533,441.9346412179745
3534,447.33057930892375
3535,440.3992116798995
3536,445.9560042938852
3537,441.2020219812359
3538,442.6219287254938
3539,441.19471041200694
3540,441.56906275652807
3541,441.39358509503376
3542,442.7535369716145
3543,442.38795851016806
3544,441.3497156796602
3545,441.7445404180224
3546,443.73328724829094
3547,442.1393651563845
3548,442.9290146331088
3549,441.30584626428663
3550,442.11011887946876
3551,442.25635026404734
3552,443.63092527908594
3553,442.35871223325233
3554,445.6489183862702
3555,441.0426297720452
3556,440.77356402442064
3557,444.4205747558102
3558,442.32946595633666
3559,440.552754633707
3560,442.00775691026377
3561,441.86152552568524
3562,441.81765611031165
3563,442.2124808486738
3564,443.1337385715188
3565,442.38795851016806
3566,440.07896494767243
3567,440.9753633351391
3568,441.4667007873231
3569,440.8934737597751
3570,441.3497156796602
3571,445.22484737099234
3572,440.75162931673384
3573,440.5395938090949
3574,441.53981647961234
3575,443.5578095867966
3576,446.9503777090195
3577,441.56906275652807
3578,441.1157454643345
3579,440.7413931198134
3580,441.08942381511037
3581,440.7750263382664
3582,441.1215947197176
3583,440.5922371075432
3584,442.6219287254938
3585,441.02654431974156
3586,440.32317135991866
3587,441.0455543997368
3588,440.72238303981817
3589,442.8851452177352
3590,440.8071972428737
3591,441.207871236619
3592,440.53081992602023
3593,440.98852415975114
3594,442.2124808486738
3595,441.4520776488652
3596,441.86152552568524
3597,444.7569069403409
3598,441.3497156796602
3599,442.5488130332045
3600,440.90809689823294
3601,441.5251933411545
3602,440.4401564675815
3603,440.96658945206434
3604,444.7569069403409
3605,441.39358509503376
3606,441.4667007873231
3607,441.3497156796602
3608,441.4959470642388
3609,441.92001807951664
3610,441.5544396180702
3611,441.2093335504648
3612,442.4172047870838
3613,442.5195667562888
3614,441.5105702026966
3615,442.4464510639995
